Job Title,Status,Gender,Annual Salary Bin,
Lieutenant Fire Suppression,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Manager IV,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Firefighter,F,male,> 90K,
Transit Supervisor,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Transit Operator,F,male,> 90K,
IS Engineer-Senior,F,male,> 90K,
Attorney (Civil/Criminal),F,female,> 90K,
Police Officer 2,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Manager III,F,female,> 90K,
Lieutenant 3,F,female,> 90K,
Sergeant 3,F,female,> 90K,
Manager III,F,female,> 90K,
Attorney (Civil/Criminal),P,female,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
Police Officer,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Manager IV,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Transit Operator,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Manager IV,F,female,> 90K,
Police Officer 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Transit Supervisor,F,male,> 90K,
Manager IV,F,female,> 90K,
Senior Physician Specialist,P,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Manager III,F,male,> 90K,
Special Nurse,P,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Firefighter,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 2,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Assoc Engineer,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Manager III,F,female,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer,F,male,> 90K,
Firefighter,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Registered Nurse,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Firefighter,F,male,> 90K,
Electronic Maintenance Tech,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Manager III,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Deputy Sheriff,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Transit Operator,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Firefighter,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Manager IV,F,female,> 90K,
Police Officer 2,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,female,> 90K,
Manager IV,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Firefighter,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Firefighter,F,male,> 90K,
Electrical Transit System Mech,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Electrical Transit System Mech,F,male,> 90K,
Manager IV,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,female,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Firefighter,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Engineer,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
EMT/Paramedic/Firefighter,F,female,> 90K,
Manager IV,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Firefighter,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Engineer,F,male,> 90K,
Deputy Sheriff (SFERS),F,male,> 90K,
Sergeant 3,F,male,> 90K,
Electronic Maintenance Tech,F,male,> 90K,
Police Officer 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,female,> 90K,
Sergeant 3,F,female,> 90K,
Senior Physician Specialist,P,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Sergeant 3,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
IS Engineer-Senior,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 2,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Transit Operator,F,male,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 2,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Attorney (Civil/Criminal),F,male,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Firefighter,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Attorney (Civil/Criminal),P,male,> 90K,
Nurse Practitioner,P,female,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Manager IV,F,male,> 90K,
Attorney (Civil/Criminal),F,male,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Deputy Sheriff (SFERS),F,male,> 90K,
Firefighter,F,male,> 90K,
Lieutenant 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Transit Supervisor,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Lieutenant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Deputy Sheriff,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Electronic Maintenance Tech,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Firefighter,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Firefighter,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Electronic Maintenance Tech,F,male,> 90K,
Manager IV,F,female,> 90K,
Firefighter,F,male,> 90K,
Attorney (Civil/Criminal),F,male,> 90K,
Sergeant 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
IS Engineer-Senior,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Lieutenant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Special Nurse,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Transit Supervisor,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Deputy Sheriff,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Lieutenant Fire Suppression,F,female,> 90K,
Attorney (Civil/Criminal),F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Manager IV,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Nurse Practitioner,P,female,> 90K,
Sergeant 3,F,male,> 90K,
Firefighter,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Lieutenant 3,F,male,> 90K,
Lieutenant Fire Suppression,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Firefighter,F,male,> 90K,
Lieutenant Fire Suppression,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Firefighter,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Nurse Practitioner,F,female,> 90K,
Sergeant 3,F,female,> 90K,
Transit Supervisor,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Assoc Engineer,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Lieutenant Fire Suppression,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,P,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Firefighter,F,female,> 90K,
Sergeant 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Nurse Practitioner,F,female,> 90K,
Nurse Practitioner,F,female,> 90K,
Attorney (Civil/Criminal),F,female,> 90K,
Police Officer 3,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Electronic Maintenance Tech,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 2,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Nurse Practitioner,F,female,> 90K,
Manager IV,F,female,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Police Officer 2,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Firefighter,F,male,> 90K,
Nurse Practitioner,P,female,> 90K,
Registered Nurse,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Nurse Practitioner,P,female,> 90K,
Registered Nurse,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Manager IV,F,female,> 90K,
Registered Nurse,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Nurse Practitioner,P,male,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Attorney (Civil/Criminal),F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Firefighter,F,male,> 90K,
Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Manager III,F,male,> 90K,
Firefighter,F,male,> 90K,
Engineer,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Firefighter,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Licensed Vocational Nurse,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Manager IV,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Electronic Maintenance Tech,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Electronic Maintenance Tech,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Transit Supervisor,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Firefighter,F,male,> 90K,
Police Officer 2,F,female,> 90K,
Manager III,F,female,> 90K,
Attorney (Civil/Criminal),F,male,> 90K,
Attorney (Civil/Criminal),F,female,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Manager IV,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 2,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Manager IV,F,female,> 90K,
Sergeant 3,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Manager III,F,female,> 90K,
Transit Supervisor,F,male,> 90K,
Manager IV,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Special Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Electronic Maintenance Tech,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Special Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Sergeant 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Police Officer 3,F,female,> 90K,
Police Officer 3,P,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 2,F,male,> 90K,
Deputy Sheriff,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Electrical Transit System Mech,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Lieutenant Fire Suppression,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Manager III,F,female,> 90K,
Firefighter,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Attorney (Civil/Criminal),F,female,> 90K,
Manager IV,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Police Officer 3,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Firefighter,F,male,> 90K,
Manager III,F,male,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Nurse Practitioner,P,female,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff (SFERS),F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Nurse Practitioner,P,male,> 90K,
Deputy Sheriff (SFERS),F,male,> 90K,
Manager IV,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,female,> 90K,
Firefighter,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Electrical Transit System Mech,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Registered Nurse,F,female,> 90K,
IS Engineer-Senior,F,male,> 90K,
Special Nurse,F,female,> 90K,
Lieutenant Fire Suppression,F,male,> 90K,
Attorney (Civil/Criminal),F,male,> 90K,
Lieutenant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Nurse Practitioner,P,male,> 90K,
Attorney (Civil/Criminal),F,male,> 90K,
Registered Nurse,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Sergeant 3,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Engineer,F,male,> 90K,
Lieutenant 3,F,male,> 90K,
Firefighter,F,male,> 90K,
Lieutenant Fire Suppression,F,female,> 90K,
Manager IV,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Attorney (Civil/Criminal),F,female,> 90K,
Sergeant 3,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Manager IV,F,female,> 90K,
Police Officer 2,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
IS Engineer-Senior,F,male,> 90K,
Electrician,F,male,> 90K,
Police Officer,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Manager I,F,female,> 90K,
Police Officer 3,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Manager IV,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Deputy Sheriff (SFERS),F,male,> 90K,
Deputy Sheriff,F,female,> 90K,
Deputy Sheriff,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Transit Operator,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Licensed Vocational Nurse,F,female,> 90K,
Attorney (Civil/Criminal),F,female,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
Manager IV,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Manager IV,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Nurse Practitioner,P,female,> 90K,
IS Engineer-Senior,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Manager III,F,male,> 90K,
Firefighter,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Firefighter,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Engineer,F,male,> 90K,
Sergeant 3,F,female,> 90K,
Police Officer 3,F,male,> 90K,
IS Engineer-Senior,F,male,> 90K,
Firefighter,F,male,> 90K,
Registered Nurse,F,male,> 90K,
IS Engineer-Senior,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Manager III,F,female,> 90K,
IS Business Analyst-Principal,F,male,> 90K,
IS Business Analyst-Principal,F,female,> 90K,
IS Business Analyst-Principal,F,female,> 90K,
IS Engineer-Senior,F,female,> 90K,
Electronic Maintenance Tech,F,male,> 90K,
Police Officer 2,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Manager III,F,female,> 90K,
EMT/Paramedic/Firefighter,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Electrical Transit System Mech,F,male,> 90K,
Firefighter,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Engineer,F,male,> 90K,
IS Engineer-Senior,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Manager III,F,male,> 90K,
Police Officer 3,F,female,> 90K,
Public SafetyComm Disp,F,female,> 90K,
Nurse Practitioner,P,male,> 90K,
Manager III,F,male,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Deputy Sheriff,F,male,> 90K,
Engineer,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Public SafetyComm Disp,F,male,> 90K,
IS Engineer-Senior,F,male,> 90K,
Registered Nurse,F,male,> 90K,
Sergeant 3,F,male,> 90K,
Police Officer 3,F,female,> 90K,
EMT/Paramedic/Firefighter,F,male,> 90K,
Registered Nurse,P,female,> 90K,
Police Officer 2,F,male,> 90K,
Nurse Practitioner,P,female,> 90K,
Registered Nurse,F,male,> 90K,
Engineer,F,female,> 90K,
Police Officer 3,F,female,> 90K,
Police Officer 3,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Manager IV,F,female,> 90K,
Police Officer 2,F,female,> 90K,
Engineer,F,female,> 90K,
Engineer,F,male,> 90K,
Firefighter,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,female,> 90K,
Registered Nurse,F,male,> 90K,
Manager II,F,male,> 90K,
EMT/Paramedic/Firefighter,F,female,> 90K,
Firefighter,F,male,> 90K,
Engineer,F,male,> 90K,
Police Officer 3,F,male,> 90K,
Manager IV,F,male,> 90K,
Registered Nurse,P,female,> 90K,
