Job Title,Status,Gender,Annual Salary Bin,
Truck Driver,F,male,80-99,
Police Officer,F,male,80-99,
Truck Driver,F,male,80-99,
Custodian,F,male,100-119,
Transit Operator,P,male,100-119,
Transit Operator,F,male,80-99,
Librarian 1,F,female,80-99,
Transit Operator,F,male,80-99,
Registered Nurse,P,female,100-119,
Administrative Analyst,F,male,80-99,
Electrical Transit System Mech,P,male,100-119,
Patient Care Assistant,F,female,100-119,
Transit Operator,F,female,100-119,
Behavioral Health Clinician,F,female,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,male,80-99,
Behavioral Health Clinician,F,female,80-99,
Automotive Service Worker,F,male,80-99,
Behavioral Health Clinician,F,female,80-99,
Transit Operator,F,female,80-99,
Transit Car Cleaner,F,female,100-119,
Stationary Engineer,F,male,80-99,
Police Officer,F,male,80-99,
Attorney (Civil/Criminal),P,male,80-99,
Senior Administrative Analyst,F,female,80-99,
Transit Operator,F,female,80-99,
Senior Administrative Analyst,F,female,80-99,
Transit Operator,F,male,80-99,
Painter,F,male,80-99,
Administrative Analyst,F,male,80-99,
EMT/Paramedic/Firefighter,F,female,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,male,80-99,
Firefighter,F,male,80-99,
Special Nurse,P,female,120-139,
Administrative Analyst,F,male,80-99,
General Laborer,F,male,100-119,
Firefighter,F,male,80-99,
Transit Operator,F,male,80-99,
Police Officer 2,P,male,100-119,
Transit Operator,F,female,80-99,
Transit Operator,F,male,80-99,
Administrative Analyst,F,female,80-99,
Administrative Analyst,F,female,80-99,
Management Assistant,F,male,80-99,
Truck Driver,F,male,80-99,
Porter,F,male,100-119,
Protective Services Worker,F,female,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Automotive Mechanic,F,male,80-99,
Behavioral Health Clinician,F,female,80-99,
Firefighter,F,male,80-99,
Administrative Analyst,F,female,80-99,
Transit Operator,F,male,80-99,
Nursing Assistant,F,male,100-119,
Transit Operator,F,male,80-99,
Assistant Engineer,F,male,80-99,
Assistant Engineer,F,male,80-99,
Police Officer,F,male,100-119,
Nursing Assistant,F,male,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,female,80-99,
Police Officer,F,male,100-119,
Protective Services Worker,F,male,80-99,
Automotive Service Worker,F,male,80-99,
Police Officer,F,male,80-99,
Truck Driver,F,male,80-99,
Behavioral Health Clinician,F,female,80-99,
Firefighter,F,male,100-119,
Police Officer,F,male,80-99,
Police Officer,F,male,80-99,
Senior Administrative Analyst,F,female,80-99,
Electrical Transit System Mech,P,male,100-119,
Painter,F,male,80-99,
Librarian 1,F,female,80-99,
Librarian 1,F,female,80-99,
Registered Nurse,P,female,100-119,
Transit Operator,F,female,100-119,
Truck Driver,F,male,80-99,
Registered Nurse,P,male,100-119,
General Laborer,F,male,100-119,
Transit Operator,F,male,100-119,
Police Officer,F,male,80-99,
Firefighter,F,male,80-99,
Behavioral Health Clinician,F,female,80-99,
Automotive Mechanic,P,male,100-119,
Transit Operator,F,female,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Public SafetyComm Disp,F,female,80-99,
Medical Evaluations Assistant,F,female,100-119,
Special Nurse,P,female,100-119,
Transit Operator,F,male,80-99,
Truck Driver,F,male,80-99,
Assistant Engineer,F,female,80-99,
Librarian 1,F,male,80-99,
Senior Administrative Analyst,F,female,80-99,
Transit Operator,F,male,80-99,
Truck Driver,F,male,80-99,
Patient Care Assistant,F,female,100-119,
Firefighter,F,male,80-99,
EMT/Paramedic/Firefighter,F,male,80-99,
Senior Administrative Analyst,F,male,80-99,
General Laborer,F,male,100-119,
EMT/Paramedic/Firefighter,P,male,100-119,
Truck Driver,F,male,80-99,
Firefighter,F,male,80-99,
EMT/Paramedic/Firefighter,F,male,100-119,
Painter,F,male,80-99,
Truck Driver,F,male,80-99,
Protective Services Worker,F,male,80-99,
Behavioral Health Clinician,F,female,80-99,
IS Engineer-Senior,P,male,100-119,
Patient Care Assistant,F,female,100-119,
Librarian 1,F,female,80-99,
Licensed Vocational Nurse,F,female,80-99,
Firefighter,F,male,80-99,
Assistant Engineer,F,male,80-99,
Librarian 1,F,male,80-99,
Firefighter,F,male,80-99,
Registered Nurse,P,female,100-119,
Senior Administrative Analyst,F,female,80-99,
Automotive Mechanic,F,male,80-99,
Museum Guard,F,male,100-119,
Public SafetyComm Disp,F,male,80-99,
Transit Operator,F,male,80-99,
Community Police Services Aide,F,male,100-119,
Transit Operator,F,male,80-99,
Deputy Sheriff (SFERS),F,male,80-99,
Attorney (Civil/Criminal),P,male,80-99,
Transit Operator,F,male,80-99,
Manager I,P,female,100-119,
Administrative Analyst,F,female,80-99,
Special Nurse,P,male,120-139,
Transit Operator,F,male,100-119,
Librarian 1,F,female,80-99,
Police Officer,F,male,100-119,
Parking Control Officer,F,male,100-119,
Community Police Services Aide,F,male,100-119,
Librarian 1,F,male,80-99,
Administrative Analyst,F,female,80-99,
Administrative Analyst,F,female,80-99,
Transit Operator,F,male,100-119,
Transit Operator,F,male,100-119,
Electrical Transit System Mech,F,male,80-99,
Assoc Engineer,F,male,80-99,
Administrative Analyst,F,male,80-99,
Transit Operator,F,male,100-119,
Transit Operator,F,male,100-119,
Administrative Analyst,F,female,80-99,
Administrative Analyst,F,female,80-99,
Administrative Analyst,F,male,80-99,
Special Nurse,P,female,120-139,
Administrative Analyst,F,male,80-99,
Administrative Analyst,F,female,80-99,
Administrative Analyst,F,female,80-99,
Administrative Analyst,F,male,80-99,
Pr Administrative Analyst,P,female,100-119,
Administrative Analyst,F,male,80-99,
Administrative Analyst,F,male,80-99,
Administrative Analyst,F,male,80-99,
Administrative Analyst,F,female,80-99,
Transit Operator,F,male,100-119,
Engineer,P,male,100-119,
Assistant Engineer,F,male,100-119,
Truck Driver,F,male,80-99,
Administrative Analyst,F,male,80-99,
Police Officer,F,male,100-119,
Administrative Analyst,F,female,80-99,
Transit Operator,F,male,100-119,
Pr Administrative Analyst,P,female,100-119,
Truck Driver,F,female,80-99,
Librarian 1,F,female,80-99,
Transit Operator,F,female,100-119,
Truck Driver,F,female,80-99,
Senior Administrative Analyst,F,male,80-99,
Registered Nurse,P,female,100-119,
Special Nurse,P,female,120-139,
Automotive Service Worker,F,male,100-119,
Librarian 1,F,male,80-99,
Licensed Vocational Nurse,F,male,100-119,
Firefighter,F,male,80-99,
HSA Sr Eligibility Worker,F,female,100-119,
Administrative Analyst,F,male,80-99,
Stationary Engineer,F,male,80-99,
Public SafetyComm Disp,F,female,100-119,
Truck Driver,F,male,80-99,
Firefighter,F,male,80-99,
Transit Operator,F,female,100-119,
Transit Operator,F,male,100-119,
Librarian 1,F,female,80-99,
Police Officer,F,female,100-119,
Electrical Transit System Mech,F,male,80-99,
Protective Services Worker,F,female,100-119,
Transit Operator,F,male,100-119,
Administrative Analyst,F,male,80-99,
Assistant Engineer,F,male,80-99,
Medical Evaluations Assistant,F,female,100-119,
Transit Operator,F,male,100-119,
Administrative Analyst,F,male,80-99,
Assoc Engineer,F,male,100-119,
Administrative Analyst,F,female,80-99,
Truck Driver,F,male,80-99,
Community Police Services Aide,F,male,100-119,
Transit Operator,F,female,100-119,
Pr Administrative Analyst,P,female,100-119,
Protective Services Worker,F,male,100-119,
Transit Operator,F,male,100-119,
Protective Services Worker,F,female,100-119,
Transit Operator,F,male,100-119,
Licensed Vocational Nurse,F,male,100-119,
Transit Operator,F,male,100-119,
Senior Administrative Analyst,F,male,100-119,
Transit Operator,F,male,100-119,
General Laborer,F,male,100-119,
Transit Operator,F,male,100-119,
Truck Driver,P,male,100-119,
Lieutenant Fire Suppression,P,male,100-119,
Administrative Analyst,F,female,80-99,
Firefighter,F,male,100-119,
Lieutenant Fire Suppression,P,male,100-119,
Firefighter,F,female,80-99,
Automotive Mechanic,F,male,80-99,
Senior Administrative Analyst,F,female,100-119,
Public SafetyComm Disp,F,female,100-119,
Transit Operator,F,male,100-119,
Deputy Sheriff (SFERS),F,male,100-119,
Special Nurse,P,female,120-139,
Automotive Service Worker,F,male,100-119,
EMT/Paramedic/Firefighter,F,male,100-119,
Administrative Analyst,F,male,100-119,
Administrative Analyst,F,male,100-119,
Assistant Engineer,F,male,100-119,
Administrative Analyst,F,male,100-119,
Administrative Analyst,F,female,100-119,
Administrative Analyst,F,male,100-119,
Administrative Analyst,F,male,100-119,
Administrative Analyst,F,male,100-119,
Administrative Analyst,F,male,100-119,
Administrative Analyst,F,female,100-119,
Administrative Analyst,F,male,100-119,
Special Nurse,P,female,120-139,
Deputy Sheriff (SFERS),F,male,100-119,
Nursing Assistant,F,female,100-119,
Automotive Service Worker,F,male,100-119,
Transit Operator,F,male,100-119,
Transit Operator,F,male,100-119,
Deputy Sheriff (SFERS),F,male,100-119,
Stationary Engineer,F,male,100-119,
Automotive Mechanic,F,male,100-119,
Transit Operator,P,female,100-119,
Painter,F,male,100-119,
Transit Operator,F,female,100-119,
Patient Care Assistant,F,female,100-119,
Stationary Engineer,F,male,80-99,
Patient Care Assistant,F,female,100-119,
Transit Operator,F,male,100-119,
Manager IV,P,male,100-119,
Painter,F,male,100-119,
Transit Operator,F,female,100-119,
EMT/Paramedic/Firefighter,F,female,100-119,
Assistant Engineer,F,female,100-119,
Police Officer 2,F,male,100-119,
Nursing Assistant,F,female,100-119,
Transit Operator,F,male,100-119,
Public SafetyComm Disp,F,female,100-119,
HSA Sr Eligibility Worker,F,female,100-119,
Police Officer,F,male,100-119,
Parking Control Officer,F,male,100-119,
Transit Car Cleaner,F,male,100-119,
Senior Human Resources Analyst,F,male,100-119,
HSA Sr Eligibility Worker,F,female,100-119,
Transit Operator,F,male,100-119,
EMT/Paramedic/Firefighter,P,male,100-119,
Transit Operator,F,male,100-119,
Transit Operator,F,female,100-119,
Porter,F,female,100-119,
Transit Operator,F,female,100-119,
Truck Driver,F,male,80-99,
Behavioral Health Clinician,F,male,100-119,
Senior Administrative Analyst,F,female,80-99,
Senior Administrative Analyst,F,male,100-119,
Transit Operator,F,male,100-119,
Senior Administrative Analyst,F,male,100-119,
Stationary Engineer,F,male,80-99,
Assistant Engineer,F,female,80-99,
Transit Operator,F,male,100-119,
Manager I,F,female,100-119,
Transit Supervisor,F,male,80-99,
Assistant Engineer,F,female,80-99,
IS Business Analyst-Principal,P,female,100-119,
Transit Operator,F,male,100-119,
Painter,F,male,80-99,
Special Nurse,P,female,120-139,
Transit Operator,F,male,100-119,
Truck Driver,F,male,80-99,
Registered Nurse,P,female,100-119,
Senior Administrative Analyst,F,male,80-99,
Librarian 1,F,female,80-99,
Librarian 1,F,female,80-99,
Librarian 1,F,female,80-99,
Transit Operator,F,male,80-99,
Firefighter,F,female,80-99,
Transit Operator,F,male,100-119,
Registered Nurse,P,female,100-119,
Librarian 1,F,female,80-99,
Truck Driver,F,male,80-99,
Police Officer,F,male,100-119,
Protective Services Worker,F,female,80-99,
Licensed Vocational Nurse,F,female,100-119,
Registered Nurse,P,male,100-119,
Stationary Engineer,F,male,80-99,
Assoc Engineer,P,male,100-119,
Stationary Engineer,F,male,80-99,
Parking Control Officer,F,male,100-119,
Parking Control Officer,F,male,100-119,
Senior Administrative Analyst,F,male,80-99,
Protective Services Worker,F,female,100-119,
Police Officer,F,male,100-119,
Deputy Sheriff (SFERS),F,male,80-99,
Transit Operator,F,male,100-119,
General Laborer,F,male,100-119,
Transit Operator,F,male,80-99,
Transit Supervisor,P,male,100-119,
Stationary Engineer,F,male,80-99,
Firefighter,F,male,80-99,
Community Police Services Aide,F,male,100-119,
Stationary Engineer,F,male,80-99,
Firefighter,F,male,80-99,
Automotive Service Worker,F,male,100-119,
Firefighter,F,male,80-99,
Firefighter,F,male,80-99,
Transit Operator,F,male,100-119,
Police Officer,F,male,80-99,
Administrative Analyst,F,male,80-99,
Librarian 1,F,female,80-99,
Administrative Analyst,F,male,80-99,
Transit Operator,F,male,80-99,
Librarian 1,F,female,80-99,
Registered Nurse,P,female,100-119,
Stationary Engineer,F,male,80-99,
Police Officer,F,male,80-99,
Stationary Engineer,F,male,80-99,
Stationary Engineer,F,male,80-99,
Registered Nurse,P,female,100-119,
Stationary Engineer,F,male,80-99,
Nurse Practitioner,P,female,100-119,
Medical Evaluations Assistant,F,female,100-119,
Stationary Engineer,F,male,100-119,
Protective Services Worker,F,male,80-99,
Deputy Sheriff (SFERS),F,male,100-119,
Transit Operator,F,male,100-119,
Deputy Court Clerk II,F,female,80-99,
Community Police Services Aide,F,female,100-119,
Automotive Service Worker,F,male,100-119,
Administrative Analyst,F,male,80-99,
Senior Administrative Analyst,F,female,80-99,
Electrical Transit System Mech,F,male,80-99,
Stationary Engineer,F,male,80-99,
Senior Administrative Analyst,F,male,80-99,
Firefighter,F,female,80-99,
Police Officer,F,male,80-99,
Transit Operator,F,male,80-99,
Firefighter,F,male,80-99,
Special Nurse,P,male,100-119,
Police Officer,F,male,80-99,
Transit Operator,F,male,100-119,
Assoc Engineer,F,male,100-119,
Librarian 1,F,female,80-99,
Police Officer,F,male,100-119,
Transit Operator,F,male,100-119,
Behavioral Health Clinician,F,male,80-99,
Transit Car Cleaner,F,male,100-119,
Firefighter,F,male,80-99,
Stationary Eng Sewage Plant,F,male,80-99,
Stationary Eng Sewage Plant,F,male,100-119,
Assistant Engineer,F,male,80-99,
Senior Administrative Analyst,F,female,100-119,
Registered Nurse,P,female,100-119,
HSA Sr Eligibility Worker,F,female,100-119,
Assistant Engineer,F,male,80-99,
Truck Driver,F,male,80-99,
Administrative Analyst,F,male,80-99,
HSA Social Worker,F,male,100-119,
Senior Administrative Analyst,F,male,80-99,
Transit Operator,F,male,100-119,
Stationary Engineer,F,male,80-99,
IS Business Analyst-Senior,F,male,100-119,
Truck Driver,F,male,80-99,
Manager I,F,female,100-119,
Police Officer,F,female,100-119,
Assoc Engineer,P,female,100-119,
Firefighter,F,male,80-99,
EMT/Paramedic/Firefighter,F,male,100-119,
Licensed Vocational Nurse,F,male,100-119,
Firefighter,F,male,80-99,
Transit Supervisor,F,male,100-119,
Special Nurse,P,male,120-139,
Senior Administrative Analyst,F,male,80-99,
Museum Guard,F,male,100-119,
Public SafetyComm Disp,F,female,100-119,
Transit Operator,F,male,100-119,
Senior Administrative Analyst,F,male,80-99,
Librarian 1,F,male,80-99,
Stationary Eng Sewage Plant,F,male,100-119,
Transit Operator,F,male,100-119,
Transit Operator,F,male,100-119,
Parking Control Officer,F,male,100-119,
Police Officer,F,male,100-119,
Transit Operator,F,male,100-119,
Police Officer,F,male,100-119,
Senior Administrative Analyst,F,female,80-99,
General Laborer,F,male,100-119,
Stationary Engineer,F,male,80-99,
Transit Operator,F,male,100-119,
Attorney (Civil/Criminal),P,male,100-119,
Transit Operator,F,male,100-119,
Transit Operator,F,male,100-119,
Senior Administrative Analyst,F,male,80-99,
Administrative Analyst,F,female,80-99,
Police Officer,F,male,100-119,
Transit Operator,F,male,100-119,
Librarian 1,F,male,80-99,
Transit Car Cleaner,F,female,100-119,
Automotive Service Worker,F,male,100-119,
Truck Driver,F,male,80-99,
Transit Operator,F,male,100-119,
Librarian 1,F,male,80-99,
Licensed Vocational Nurse,F,male,100-119,
Nursing Assistant,F,male,100-119,
Automotive Service Worker,F,male,100-119,
HSA Sr Eligibility Worker,F,male,100-119,
Librarian 1,F,male,80-99,
Police Officer,F,female,100-119,
Transit Operator,F,male,100-119,
Transit Operator,F,male,100-119,
Librarian 1,F,female,80-99,
Police Officer,F,male,100-119,
Protective Services Worker,F,female,100-119,
Registered Nurse,P,female,100-119,
Stationary Engineer,F,male,80-99,
Assistant Engineer,F,female,100-119,
Protective Services Worker,F,female,100-119,
Administrative Analyst,F,male,80-99,
Painter,F,male,80-99,
Painter,F,male,80-99,
Painter,F,male,80-99,
Transit Operator,F,male,80-99,
Painter,F,male,80-99,
Painter,F,male,80-99,
Assistant Engineer,F,male,80-99,
Transit Operator,F,female,80-99,
Special Nurse,P,female,120-139,
HSA Social Worker,F,male,80-99,
HSA Sr Eligibility Worker,F,male,80-99,
Painter,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Transit Operator,F,female,80-99,
General Laborer,F,female,80-99,
Senior Administrative Analyst,F,female,80-99,
Special Nurse,P,female,100-119,
Transit Operator,F,female,80-99,
Transit Operator,F,male,80-99,
Patient Care Assistant,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Museum Guard,F,male,80-99,
Protective Services Worker,F,male,80-99,
Nursing Assistant,F,female,80-99,
IS Business Analyst-Senior,F,female,100-119,
Automotive Mechanic,F,male,80-99,
Transit Operator,F,male,80-99,
Licensed Vocational Nurse,F,female,80-99,
Assistant Engineer,F,female,80-99,
Truck Driver,F,male,100-119,
Patient Care Assistant,F,male,80-99,
Special Nurse,P,female,120-139,
Porter,F,female,80-99,
Parking Control Officer,F,female,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,female,80-99,
Transit Operator,F,male,80-99,
Special Nurse,P,female,100-119,
General Laborer,F,male,80-99,
HSA Social Worker,F,female,80-99,
EMT/Paramedic/Firefighter,P,male,100-119,
HSA Sr Eligibility Worker,F,female,80-99,
Special Nurse,P,male,120-139,
Transit Supervisor,P,male,80-99,
HSA Social Worker,F,female,80-99,
Licensed Vocational Nurse,F,male,80-99,
Registered Nurse,P,female,80-99,
Licensed Vocational Nurse,F,male,80-99,
Behavioral Health Clinician,F,female,80-99,
HSA Social Worker,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Painter,F,male,80-99,
Patient Care Assistant,F,female,80-99,
Behavioral Health Clinician,F,female,80-99,
Museum Guard,F,female,80-99,
Police Officer,F,male,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,male,80-99,
Community Police Services Aide,F,female,80-99,
Transit Operator,F,female,80-99,
Administrative Analyst,F,female,80-99,
Administrative Analyst,F,male,80-99,
Transit Operator,F,female,80-99,
Transit Operator,F,male,80-99,
Parking Control Officer,F,female,80-99,
Transit Operator,F,male,80-99,
Painter,F,male,80-99,
General Laborer,F,male,80-99,
Licensed Vocational Nurse,F,female,80-99,
Painter,F,male,80-99,
Public SafetyComm Disp,P,female,80-99,
Transit Operator,F,male,80-99,
Special Nurse,P,female,100-119,
Senior Administrative Analyst,F,male,80-99,
Museum Guard,F,female,80-99,
Automotive Mechanic,F,male,80-99,
Librarian 1,F,male,80-99,
Transit Operator,F,male,80-99,
Administrative Analyst,F,female,80-99,
Firefighter,F,female,80-99,
Assistant Engineer,F,female,80-99,
Truck Driver,F,male,80-99,
Behavioral Health Clinician,F,female,80-99,
Painter,F,male,80-99,
Patient Care Assistant,F,female,80-99,
Transit Operator,F,male,80-99,
Senior Administrative Analyst,P,female,80-99,
Transit Operator,F,female,80-99,
Assistant Engineer,F,female,80-99,
Police Officer,F,male,80-99,
Administrative Analyst,F,female,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,male,80-99,
Truck Driver,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Licensed Vocational Nurse,F,female,80-99,
Manager III,P,female,100-119,
Assistant Engineer,F,female,80-99,
Administrative Analyst,F,male,80-99,
Behavioral Health Clinician,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Librarian 1,F,female,80-99,
Patient Care Assistant,F,female,80-99,
Assistant Engineer,F,male,80-99,
Public SafetyComm Disp,F,male,80-99,
Special Nurse,P,female,100-119,
General Laborer,F,male,80-99,
EMT/Paramedic/Firefighter,P,male,80-99,
Transit Operator,F,male,80-99,
Librarian 1,F,male,80-99,
Transit Car Cleaner,P,male,100-119,
Transit Operator,F,female,80-99,
Protective Services Worker,F,female,80-99,
Transit Operator,F,male,80-99,
HSA Social Worker,F,female,80-99,
Community Police Services Aide,F,male,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,male,80-99,
Behavioral Health Clinician,F,female,80-99,
Transit Operator,F,male,80-99,
Protective Services Worker,F,female,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,female,80-99,
Behavioral Health Clinician,F,female,80-99,
Nurse Practitioner,P,male,80-99,
Stationary Engineer,F,male,100-119,
EMT/Paramedic/Firefighter,F,male,80-99,
Special Nurse,P,female,120-139,
EMT/Paramedic/Firefighter,F,male,80-99,
Firefighter,F,female,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Administrative Analyst,F,male,80-99,
Senior Clerk,F,female,80-99,
Community Police Services Aide,F,male,80-99,
Administrative Analyst,F,female,80-99,
Manager I,P,female,100-119,
Truck Driver,F,male,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,male,80-99,
Senior Administrative Analyst,F,female,80-99,
Senior Human Resources Analyst,F,female,100-119,
Stationary Engineer,F,male,100-119,
HSA Sr Eligibility Worker,F,female,80-99,
Firefighter,F,male,80-99,
Librarian 1,F,female,80-99,
Transit Operator,F,male,80-99,
Manager I,F,female,80-99,
Administrative Analyst,F,female,80-99,
Nursing Assistant,F,female,80-99,
Administrative Analyst,F,male,80-99,
Librarian 1,F,female,80-99,
Transit Operator,F,female,80-99,
Police Officer,F,male,80-99,
Transit Operator,F,male,80-99,
Community Police Services Aide,F,male,80-99,
Painter,F,male,80-99,
Transit Operator,F,male,80-99,
HSA Social Worker,F,female,80-99,
Police Officer,F,male,80-99,
HSA Social Worker,F,female,80-99,
Painter,F,male,80-99,
Assistant Engineer,F,female,80-99,
HSA Social Worker,F,female,80-99,
Firefighter,F,female,80-99,
Painter,F,male,80-99,
Painter,F,male,80-99,
Behavioral Health Clinician,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Transit Operator,F,male,80-99,
Administrative Analyst,F,female,80-99,
HSA Social Worker,F,female,80-99,
HSA Social Worker,F,female,80-99,
Painter,F,male,80-99,
Parking Control Officer,F,male,80-99,
Transit Operator,F,female,80-99,
Protective Services Worker,F,female,80-99,
Firefighter,F,male,80-99,
Painter,F,male,80-99,
Transit Supervisor,P,female,80-99,
Librarian 1,F,male,80-99,
Senior Administrative Analyst,F,female,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Transit Operator,F,male,80-99,
Protective Services Worker,F,male,80-99,
Transit Operator,F,female,80-99,
Transit Operator,F,female,80-99,
Patient Care Assistant,F,male,80-99,
Management Assistant,F,female,80-99,
Transit Operator,F,male,80-99,
Management Assistant,F,female,80-99,
Management Assistant,F,male,80-99,
Management Assistant,F,female,80-99,
Management Assistant,F,male,80-99,
Management Assistant,F,female,80-99,
Management Assistant,F,female,80-99,
Management Assistant,F,male,80-99,
Management Assistant,F,male,80-99,
Protective Services Worker,F,female,80-99,
Painter,F,male,80-99,
General Laborer,F,male,80-99,
Community Police Services Aide,F,male,80-99,
Registered Nurse,P,male,80-99,
Police Officer,F,male,80-99,
Painter,F,male,80-99,
Painter,F,male,80-99,
Nursing Assistant,F,female,80-99,
Administrative Analyst,F,male,80-99,
Community Police Services Aide,F,female,80-99,
Management Assistant,F,male,80-99,
Management Assistant,F,female,80-99,
Medical Evaluations Assistant,F,female,80-99,
Transit Operator,F,female,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,male,80-99,
Management Assistant,F,male,80-99,
Management Assistant,F,female,80-99,
Management Assistant,F,male,80-99,
Management Assistant,F,male,80-99,
Management Assistant,F,female,80-99,
Management Assistant,F,female,80-99,
Special Nurse,P,female,120-139,
HSA Social Worker,F,female,80-99,
HSA Social Worker,F,male,80-99,
HSA Social Worker,F,female,80-99,
Licensed Vocational Nurse,F,male,80-99,
HSA Social Worker,F,female,80-99,
Painter,F,female,80-99,
Truck Driver,F,male,80-99,
HSA Social Worker,F,male,80-99,
Transit Supervisor,P,male,80-99,
Librarian 1,F,female,80-99,
Transit Operator,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Administrative Analyst,F,male,80-99,
General Laborer,F,male,80-99,
Painter,F,male,80-99,
Automotive Service Worker,F,male,80-99,
Transit Operator,F,male,80-99,
Painter,F,male,80-99,
HSA Social Worker,F,female,80-99,
Transit Supervisor,F,male,80-99,
Transit Operator,F,female,80-99,
Automotive Service Worker,F,male,80-99,
Transit Operator,F,male,80-99,
Registered Nurse,P,female,100-119,
HSA Social Worker,F,male,80-99,
Police Officer,P,male,80-99,
Licensed Vocational Nurse,F,female,80-99,
HSA Social Worker,F,female,80-99,
HSA Social Worker,F,female,80-99,
Painter,F,male,80-99,
Transit Operator,F,male,80-99,
HSA Social Worker,F,female,80-99,
HSA Social Worker,F,male,80-99,
HSA Social Worker,F,female,80-99,
HSA Social Worker,F,male,80-99,
HSA Social Worker,F,female,80-99,
Special Nurse,P,female,120-139,
HSA Social Worker,F,female,80-99,
HSA Social Worker,F,female,80-99,
HSA Social Worker,F,male,80-99,
HSA Social Worker,F,female,80-99,
HSA Social Worker,F,female,80-99,
Protective Services Worker,F,female,80-99,
HSA Social Worker,F,female,80-99,
HSA Social Worker,F,female,80-99,
Truck Driver,F,male,80-99,
Automotive Service Worker,F,male,80-99,
Firefighter,F,female,80-99,
Community Police Services Aide,F,female,80-99,
Registered Nurse,P,female,80-99,
Painter,F,male,80-99,
Painter,F,male,80-99,
HSA Social Worker,F,female,80-99,
Registered Nurse,P,female,80-99,
Management Assistant,F,male,80-99,
Transit Operator,F,male,80-99,
Librarian 1,F,female,80-99,
Behavioral Health Clinician,F,male,80-99,
Transit Car Cleaner,F,male,80-99,
Transit Operator,F,male,80-99,
Community Police Services Aide,F,female,80-99,
Registered Nurse,P,female,100-119,
HSA Social Worker,F,male,80-99,
Management Assistant,F,female,80-99,
Community Police Services Aide,F,female,80-99,
Transit Operator,P,male,80-99,
Senior Administrative Analyst,F,male,80-99,
Stationary Engineer,F,male,100-119,
Firefighter,F,male,80-99,
Management Assistant,F,male,80-99,
Management Assistant,F,male,80-99,
Management Assistant,F,female,80-99,
Transit Operator,P,male,100-119,
Police Officer,F,female,80-99,
Transit Operator,F,male,80-99,
Management Assistant,F,female,80-99,
Community Police Services Aide,F,female,80-99,
Community Police Services Aide,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Behavioral Health Clinician,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Painter,F,male,80-99,
Nursing Assistant,F,female,80-99,
Firefighter,F,male,80-99,
Automotive Service Worker,F,male,80-99,
Management Assistant,F,female,80-99,
Management Assistant,F,female,80-99,
Management Assistant,F,female,80-99,
Management Assistant,F,female,80-99,
Automotive Service Worker,F,male,80-99,
Special Nurse,P,female,120-139,
Painter,F,male,80-99,
Transit Operator,F,male,100-119,
Senior Administrative Analyst,F,female,80-99,
Police Officer,F,male,80-99,
Assistant Engineer,F,male,80-99,
Registered Nurse,P,male,100-119,
Police Officer,F,female,80-99,
Protective Services Worker,F,female,80-99,
Police Officer,F,male,80-99,
Transit Operator,F,male,80-99,
Painter,F,male,80-99,
Transit Operator,F,male,80-99,
Manager II,F,female,100-119,
Transit Operator,P,male,100-119,
Behavioral Health Clinician,F,female,80-99,
Deputy Sheriff (SFERS),F,male,100-119,
HSA Sr Eligibility Worker,F,female,80-99,
Health Worker 2,F,female,80-99,
Automotive Mechanic,F,male,80-99,
Truck Driver,F,male,80-99,
Automotive Mechanic,F,male,80-99,
Senior Administrative Analyst,F,female,80-99,
Painter,F,male,80-99,
Parking Control Officer,F,female,80-99,
Automotive Mechanic,F,male,80-99,
Transit Operator,F,female,100-119,
General Laborer,F,male,100-119,
Truck Driver,F,male,80-99,
Police Officer,F,male,80-99,
Automotive Mechanic,F,male,80-99,
HSA Sr Eligibility Worker,F,female,80-99,
Transit Operator,F,male,80-99,
Police Officer,F,male,80-99,
Transit Operator,F,male,80-99,
Transit Operator,F,male,80-99,
Museum Guard,F,male,80-99,
Parking Control Officer,F,female,80-99,
Librarian 1,F,male,80-99,
Patient Care Assistant,F,female,80-99,
Registered Nurse,P,female,100-119,
Porter,F,female,100-119,
